image_id,hazard_type,worker_count,worker_position,bbox_x,bbox_y,bbox_width,bbox_height,lighting,has_hazard
IMG_7484,none,2,right,0.0,0.0,0.0,0.0,shadow,0
IMG_8491,none,3,left,0.0,0.0,0.0,0.0,bright,0
IMG_2638,none,1,right,0.0,0.0,0.0,0.0,bright,0
IMG_3170,none,3,left,0.0,0.0,0.0,0.0,bright,0
IMG_5669,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_9666,none,1,right,0.0,0.0,0.0,0.0,shadow,0
IMG_2697,none,2,center,0.0,0.0,0.0,0.0,bright,0
IMG_3546,missing_guardrail,5,right,0.10531482740347153,0.17144014389662932,0.2374994257602661,0.27058256307837947,shadow,1
IMG_5114,none,1,left,0.0,0.0,0.0,0.0,shadow,0
IMG_5533,none,1,left,0.0,0.0,0.0,0.0,dim,0
IMG_5291,unsafe_scaffold,8,right,0.35283372337999536,0.2804534323873732,0.12237477611786701,0.2890101878093278,shadow,1
IMG_9938,no_helmet,6,right,0.2762625483724988,0.21489335644038587,0.10836577163377158,0.1729303030654512,bright,1
IMG_4441,none,2,right,0.0,0.0,0.0,0.0,bright,0
IMG_7658,none,5,right,0.0,0.0,0.0,0.0,bright,0
IMG_3662,unsafe_scaffold,7,left,0.0896803317091035,0.4622436476207728,0.25647729922952633,0.18234263331031073,shadow,1
IMG_5371,unsafe_scaffold,2,center,0.43608339145304487,0.4292966256688908,0.14448674350913288,0.26331732111938577,dim,1
IMG_6000,none,2,left,0.0,0.0,0.0,0.0,bright,0
IMG_7528,missing_guardrail,5,left,0.4834445520241806,0.1395624963609357,0.22829634772152554,0.17993567687201217,shadow,1
IMG_1452,none,1,center,0.0,0.0,0.0,0.0,bright,0
IMG_1626,none,1,right,0.0,0.0,0.0,0.0,dim,0
IMG_6139,none,4,right,0.0,0.0,0.0,0.0,shadow,0
IMG_7311,unsafe_scaffold,5,left,0.3543926419170853,0.0008456391093147331,0.28511503309981656,0.20769039941855838,shadow,1
IMG_6967,none,2,right,0.4603854281090201,0.3115777049732046,0.23267749525310885,0.12492506313287355,dim,1
IMG_7691,none,3,center,0.0,0.0,0.0,0.0,shadow,0
IMG_3085,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_3851,none,5,right,0.0,0.0,0.0,0.0,dim,0
IMG_9977,none,1,center,0.0,0.0,0.0,0.0,dim,0
IMG_8043,missing_guardrail,8,center,0.2210798996524037,0.10685070049455014,0.19463723718186526,0.28023616516565086,shadow,1
IMG_2389,missing_guardrail,9,right,0.31647042788289786,0.16759412770490045,0.2636846929073329,0.2502276275081464,shadow,1
IMG_4680,none,2,left,0.0,0.0,0.0,0.0,bright,0
IMG_5011,none,10,left,0.22770808419004457,0.44306845452549076,0.21513417988186362,0.2436691830997977,dim,1
IMG_7547,none,2,left,0.0,0.0,0.0,0.0,shadow,0
IMG_2746,none,4,left,0.4020549280865715,0.34795588820411916,0.19290997691485043,0.21148115880667906,bright,1
IMG_3184,none,4,right,0.0,0.0,0.0,0.0,shadow,0
IMG_8251,none,5,right,0.0,0.0,0.0,0.0,shadow,0
IMG_9976,none,4,left,0.0,0.0,0.0,0.0,shadow,0
IMG_8373,none,3,left,0.0,0.0,0.0,0.0,shadow,0
IMG_9540,none,4,right,0.0,0.0,0.0,0.0,bright,0
IMG_8206,none,1,right,0.0,0.0,0.0,0.0,dim,0
IMG_5451,missing_guardrail,6,right,0.04028882882883422,0.0754153290065433,0.17660705848626762,0.1305610533154296,bright,1
IMG_7797,none,6,right,0.23296215167557532,0.03113285529179266,0.26657823386809754,0.17789536253338825,shadow,1
IMG_7232,none,1,center,0.14930632618619172,0.19499332403185943,0.2783283083937024,0.2671457341596801,shadow,1
IMG_8999,unsafe_scaffold,5,center,0.24282099689925019,0.19442860162306402,0.23377472412458342,0.2596284648840378,shadow,1
IMG_8657,unsafe_scaffold,10,right,0.013483225952568845,0.19701012816985236,0.21287839660495483,0.1054204092680625,shadow,1
IMG_3223,none,4,left,0.0,0.0,0.0,0.0,bright,0
IMG_7211,none,3,left,0.0,0.0,0.0,0.0,dim,0
IMG_6529,none,4,center,0.0,0.0,0.0,0.0,dim,0
IMG_2341,none,4,left,0.0,0.0,0.0,0.0,shadow,0
IMG_6733,unsafe_scaffold,2,right,0.020129068770383285,0.015514999440356059,0.1494566607465754,0.2678457692569196,shadow,1
IMG_4908,unsafe_scaffold,8,right,0.057194723054653285,0.4738785111083259,0.19300679668704412,0.15124873931243732,dim,1
IMG_2876,unsafe_scaffold,5,left,0.2893423662546218,0.4644435842035608,0.21515934568248282,0.2816052302094889,dim,1
IMG_4249,none,1,right,0.0,0.0,0.0,0.0,shadow,0
IMG_2669,missing_guardrail,10,left,0.398113608300106,0.28296627768365795,0.10821382604122723,0.20654904906210003,shadow,1
IMG_2129,none,5,right,0.0,0.0,0.0,0.0,dim,0
IMG_7882,none,2,center,0.4803937836072893,0.31779255305072296,0.26574146220049166,0.24146172874121538,dim,1
IMG_9548,missing_guardrail,10,right,0.3873207251857873,0.2324368858172539,0.2651469196841511,0.21849492381274033,dim,1
IMG_2419,missing_guardrail,8,left,0.3752381409135031,0.2849248223391611,0.2336376940890987,0.16727932397827505,dim,1
IMG_3979,none,4,left,0.0,0.0,0.0,0.0,dim,0
IMG_6576,none,3,right,0.0,0.0,0.0,0.0,shadow,0
IMG_1166,none,5,left,0.0,0.0,0.0,0.0,bright,0
IMG_7658,none,9,left,0.3453046697232615,0.32295144987047614,0.1981642670157172,0.2585865736264635,bright,1
IMG_4630,none,4,right,0.0,0.0,0.0,0.0,bright,0
IMG_7046,none,4,right,0.0,0.0,0.0,0.0,shadow,0
IMG_7971,none,5,center,0.0,0.0,0.0,0.0,dim,0
IMG_5438,none,3,center,0.0,0.0,0.0,0.0,bright,0
IMG_4155,missing_guardrail,2,right,0.2679319826918749,0.3810948047420515,0.1370299684875324,0.14327692797572114,dim,1
IMG_9595,none,5,center,0.0,0.0,0.0,0.0,bright,0
IMG_5853,unsafe_scaffold,6,left,0.1511337943902178,0.35400924285551566,0.12531659196959632,0.10910314019664367,bright,1
IMG_3068,none,4,left,0.0,0.0,0.0,0.0,bright,0
IMG_8690,none,4,center,0.0,0.0,0.0,0.0,dim,0
IMG_1841,missing_guardrail,8,left,0.4110578226497152,0.20035372112596989,0.11481643405112796,0.22588914139039964,bright,1
IMG_3444,missing_guardrail,2,left,0.05922578110573079,0.3822217226630971,0.22126353024859255,0.25814816596868384,bright,1
IMG_8381,none,4,center,0.0,0.0,0.0,0.0,shadow,0
IMG_6003,none,5,right,0.0,0.0,0.0,0.0,bright,0
IMG_4404,unsafe_scaffold,5,right,0.04059373273349215,0.1199325888373462,0.2103984491155518,0.1313065230886276,dim,1
IMG_8699,none,3,left,0.0,0.0,0.0,0.0,bright,0
IMG_5632,none,4,left,0.0,0.0,0.0,0.0,shadow,0
IMG_5334,unsafe_scaffold,7,left,0.27228118935528933,0.32381736170124037,0.28168228904252124,0.2653262319300119,bright,1
IMG_3718,missing_guardrail,10,right,0.4121201506600046,0.4605962644838191,0.18783068973474748,0.1937395940552324,dim,1
IMG_5460,none,5,right,0.0,0.0,0.0,0.0,dim,0
IMG_2317,none,5,left,0.0,0.0,0.0,0.0,dim,0
IMG_5102,none,1,left,0.0,0.0,0.0,0.0,bright,0
IMG_5415,no_helmet,3,center,0.259481920493802,0.22111470221010143,0.15563131448848416,0.29938909498651267,dim,1
IMG_2494,none,4,center,0.0,0.0,0.0,0.0,dim,0
IMG_6260,none,1,left,0.0,0.0,0.0,0.0,dim,0
IMG_9117,none,3,right,0.0,0.0,0.0,0.0,dim,0
IMG_8451,no_helmet,6,center,0.16163689313799734,0.4850923634042886,0.18083501140014913,0.20291925046582102,bright,1
IMG_7770,none,1,left,0.0,0.0,0.0,0.0,shadow,0
IMG_9167,none,4,left,0.0,0.0,0.0,0.0,bright,0
IMG_9998,none,2,center,0.0,0.0,0.0,0.0,dim,0
IMG_2989,none,1,right,0.0,0.0,0.0,0.0,shadow,0
IMG_3594,missing_guardrail,9,left,0.2761257045268665,0.04660460064076127,0.2984514278790439,0.2825859756968336,dim,1
IMG_3522,none,5,right,0.35270581496292686,0.20774517146767651,0.19649991539157124,0.19444395638068154,dim,1
IMG_7284,unsafe_scaffold,10,right,0.3731462727461988,0.06825417229543229,0.11396201592124611,0.254535026535401,dim,1
IMG_9318,none,3,left,0.0,0.0,0.0,0.0,dim,0
IMG_9022,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_6654,none,3,right,0.0,0.0,0.0,0.0,shadow,0
IMG_8460,none,3,left,0.0,0.0,0.0,0.0,shadow,0
IMG_7274,unsafe_scaffold,7,left,0.15908816361689992,0.23648812512020717,0.2826860335639252,0.17624622938942722,shadow,1
IMG_9115,no_helmet,3,right,0.48267679508842687,0.16599735196568188,0.12007292043297046,0.2690078846220765,bright,1
IMG_1251,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_2225,none,5,center,0.311629700260999,0.19874166194288673,0.1160630641158898,0.16571311779669123,shadow,1
IMG_6188,none,4,right,0.0,0.0,0.0,0.0,bright,0
IMG_4846,missing_guardrail,4,right,0.04518966538448432,0.4891688641102728,0.2520739385988531,0.24077816586580758,bright,1
IMG_3725,none,3,left,0.0,0.0,0.0,0.0,bright,0
IMG_1919,none,3,center,0.0,0.0,0.0,0.0,dim,0
IMG_3385,none,2,right,0.0,0.0,0.0,0.0,dim,0
IMG_3785,unsafe_scaffold,2,right,0.4354197993224274,0.3098551842687077,0.14816595837126262,0.2825658032047109,bright,1
IMG_8555,missing_guardrail,8,center,0.3334203586332404,0.4494542658501605,0.1930506511050603,0.15752633314968775,shadow,1
IMG_2210,none,6,right,0.1495771245618861,0.481014536411721,0.2380627024920258,0.1913671625335573,dim,1
IMG_7302,none,2,left,0.1906821488288145,0.17947957878862292,0.15917447804315693,0.23985581591014674,bright,1
IMG_5497,none,1,right,0.0,0.0,0.0,0.0,shadow,0
IMG_9138,missing_guardrail,4,right,0.4009659787726438,0.10950226946405273,0.13802639785541765,0.1501253600087232,shadow,1
IMG_2591,no_helmet,5,center,0.016682265622816217,0.18243061651423487,0.1262823612840971,0.28192556246386535,dim,1
IMG_3877,none,2,left,0.0,0.0,0.0,0.0,shadow,0
IMG_9697,none,5,center,0.0,0.0,0.0,0.0,bright,0
IMG_8894,none,3,right,0.0,0.0,0.0,0.0,dim,0
IMG_8673,no_helmet,3,left,0.4300702984494109,0.3621083560377591,0.2959884485563807,0.29345394946000647,shadow,1
IMG_2479,none,4,left,0.0,0.0,0.0,0.0,dim,0
IMG_8451,missing_guardrail,5,right,0.19051274963623765,0.31927463390041844,0.17429472820214345,0.23496731107506438,dim,1
IMG_6374,unsafe_scaffold,2,right,0.4119276756952238,0.454693819213946,0.16043803490585004,0.18165917115908253,bright,1
IMG_1609,missing_guardrail,8,left,0.0485959993109108,0.44362965426425116,0.1271328097412673,0.1907287513777785,shadow,1
IMG_3531,none,4,right,0.0,0.0,0.0,0.0,bright,0
IMG_7686,none,3,left,0.0,0.0,0.0,0.0,shadow,0
IMG_4559,none,4,center,0.0,0.0,0.0,0.0,bright,0
IMG_2627,none,3,right,0.0,0.0,0.0,0.0,shadow,0
IMG_1992,none,4,center,0.0,0.0,0.0,0.0,bright,0
IMG_8450,no_helmet,4,right,0.3197464592648519,0.48554665603249314,0.1101157021325746,0.1667018312865032,bright,1
IMG_2124,unsafe_scaffold,10,left,0.4065264905605295,0.11649933952301572,0.254873715560964,0.2577287508555219,shadow,1
IMG_5542,unsafe_scaffold,3,right,0.12532709836406192,0.08724856045069673,0.23221152851946336,0.10515602995723967,bright,1
IMG_4898,none,5,center,0.0,0.0,0.0,0.0,bright,0
IMG_5347,no_helmet,3,right,0.21048027845503958,0.056824653393273306,0.11271160762942725,0.18965504285397683,dim,1
IMG_8405,unsafe_scaffold,10,left,0.3636214985818676,0.4543758439532701,0.23178061473585845,0.16032606580561776,shadow,1
IMG_1996,none,7,center,0.34304874803111635,0.24513442707211264,0.2819401658230458,0.1146981431532901,bright,1
IMG_3430,none,1,left,0.0,0.0,0.0,0.0,dim,0
IMG_7240,none,5,right,0.0,0.0,0.0,0.0,dim,0
IMG_9282,none,5,center,0.0,0.0,0.0,0.0,bright,0
IMG_4522,none,8,left,0.2069067855884567,0.41370961239002235,0.17974603685139065,0.24592250152690087,dim,1
IMG_6120,none,3,center,0.0,0.0,0.0,0.0,bright,0
IMG_2099,none,1,left,0.0,0.0,0.0,0.0,bright,0
IMG_2582,none,3,left,0.0,0.0,0.0,0.0,shadow,0
IMG_6400,no_helmet,7,center,0.43680368611715925,0.47056493442611486,0.18458737115277668,0.28316873419442873,bright,1
IMG_6119,none,3,left,0.0,0.0,0.0,0.0,shadow,0
IMG_3535,none,4,left,0.17505699711059558,0.27813273805216343,0.12297706270606164,0.15571364249899983,bright,1
IMG_1430,none,5,right,0.0,0.0,0.0,0.0,shadow,0
IMG_1474,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_6567,none,3,left,0.0,0.0,0.0,0.0,bright,0
IMG_7566,no_helmet,3,right,0.3165860063277569,0.015328549190452956,0.24922235240114135,0.14302657600670218,dim,1
IMG_6585,none,2,center,0.0,0.0,0.0,0.0,dim,0
IMG_2391,none,1,left,0.0,0.0,0.0,0.0,bright,0
IMG_2336,missing_guardrail,8,right,0.2120073865564976,0.3035380037205077,0.18283674757654494,0.14311379306754937,shadow,1
IMG_6655,none,2,center,0.3391089464667672,0.2965671251961319,0.20538682142962894,0.16168387837025128,bright,1
IMG_1897,none,1,left,0.0,0.0,0.0,0.0,dim,0
IMG_3248,missing_guardrail,5,center,0.059992171852774556,0.24869266430666342,0.1861310022707206,0.12583714035184299,shadow,1
IMG_9196,missing_guardrail,2,center,0.4308821810112943,0.02115113078139569,0.10374830731712914,0.2842324869004825,dim,1
IMG_7626,none,4,center,0.0,0.0,0.0,0.0,bright,0
IMG_1341,none,3,left,0.0,0.0,0.0,0.0,shadow,0
IMG_6928,none,1,center,0.0,0.0,0.0,0.0,bright,0
IMG_8138,none,9,left,0.19788334842966648,0.15513728091793066,0.16790265622969278,0.16661372449862638,bright,1
IMG_9363,no_helmet,9,right,0.09695185313345017,0.38811411466216766,0.17021994699147208,0.29164466979943005,shadow,1
IMG_4871,no_helmet,3,center,0.09863590141199163,0.3011994926365829,0.2520430591093784,0.2311018021037478,bright,1
IMG_8601,none,5,right,0.0,0.0,0.0,0.0,dim,0
IMG_6179,none,2,center,0.0,0.0,0.0,0.0,bright,0
IMG_8245,none,3,center,0.0,0.0,0.0,0.0,shadow,0
IMG_6766,no_helmet,5,center,0.2259569318503411,0.02844502541697619,0.26633932633262425,0.115346200234691,bright,1
IMG_8581,none,5,right,0.0,0.0,0.0,0.0,shadow,0
IMG_8368,unsafe_scaffold,6,right,0.23781451397153475,0.07543053834781926,0.11237474002022015,0.12070037545407833,dim,1
IMG_9266,unsafe_scaffold,1,left,0.35381085216163943,0.49549301132344375,0.20481371063403492,0.2219610812645349,dim,1
IMG_5634,none,4,center,0.0,0.0,0.0,0.0,dim,0
IMG_6482,no_helmet,6,left,0.27898160620920115,0.19328210236186893,0.15039915699323064,0.27031325199688083,shadow,1
IMG_6461,no_helmet,10,right,0.07071419029215892,0.1749103937679221,0.2935393015385489,0.2396959925623762,dim,1
IMG_2388,missing_guardrail,9,center,0.32174663168065976,0.164238277126792,0.12555875282006917,0.24056617443108402,shadow,1
IMG_7937,missing_guardrail,1,center,0.15443303503194045,0.47558465679806716,0.16834646902630962,0.2532312415335639,bright,1
IMG_3253,unsafe_scaffold,2,center,0.42221419434294166,0.050570381833947076,0.2541749440726202,0.2670239653269112,shadow,1
IMG_6517,unsafe_scaffold,10,center,0.07712638066056077,0.0904229835843483,0.23856912817224532,0.22494809599078253,bright,1
IMG_1715,none,4,center,0.0,0.0,0.0,0.0,shadow,0
IMG_8277,missing_guardrail,8,left,0.26700557484913057,0.1547339482813948,0.26172477421815726,0.19380312100645053,bright,1
IMG_8218,none,4,center,0.0,0.0,0.0,0.0,dim,0
IMG_3655,none,2,right,0.0,0.0,0.0,0.0,bright,0
IMG_1854,none,4,center,0.0,0.0,0.0,0.0,shadow,0
IMG_9452,no_helmet,5,left,0.38155841514584543,0.1363956497956783,0.28106124179564823,0.12946973119832086,dim,1
IMG_4637,none,6,left,0.2074484529095027,0.1982269827351239,0.174792297535804,0.177233223608919,bright,1
IMG_4678,none,1,center,0.0,0.0,0.0,0.0,bright,0
IMG_3392,none,2,left,0.0,0.0,0.0,0.0,dim,0
IMG_3273,none,4,center,0.0,0.0,0.0,0.0,shadow,0
IMG_2298,no_helmet,5,left,0.4174815496411905,0.2744021227219177,0.24544695706498634,0.20555430117734486,bright,1
IMG_4893,none,3,left,0.0,0.0,0.0,0.0,bright,0
IMG_7878,none,2,left,0.4183438603026676,0.2499146111188048,0.20721075686281226,0.22639098840262847,shadow,1
IMG_3352,missing_guardrail,7,left,0.30740479138797533,0.12028211940327177,0.18331351904170795,0.2328742603484018,bright,1
IMG_2108,none,5,right,0.0,0.0,0.0,0.0,shadow,0
IMG_7397,none,1,right,0.19344066076367877,0.18665119355041626,0.24946331831252905,0.17141877530294658,bright,1
IMG_4950,none,1,right,0.0,0.0,0.0,0.0,shadow,0
IMG_3185,none,1,center,0.0,0.0,0.0,0.0,shadow,0
IMG_3868,none,4,right,0.0,0.0,0.0,0.0,dim,0
IMG_3209,no_helmet,8,left,0.14672128558751563,0.021903137829561548,0.13989396674303767,0.10838118838607641,dim,1
IMG_9897,none,4,center,0.0,0.0,0.0,0.0,bright,0
IMG_5687,missing_guardrail,1,right,0.16596234319067227,0.0622375041221917,0.1736038348629346,0.2778973034024563,shadow,1
IMG_7334,none,3,left,0.0,0.0,0.0,0.0,dim,0
IMG_7018,none,5,center,0.0,0.0,0.0,0.0,bright,0
IMG_2293,none,4,right,0.0,0.0,0.0,0.0,bright,0
IMG_6262,none,1,left,0.0,0.0,0.0,0.0,dim,0
IMG_6021,none,4,right,0.0,0.0,0.0,0.0,shadow,0
IMG_3730,none,4,center,0.0,0.0,0.0,0.0,dim,0
IMG_6776,none,5,right,0.49001363959713956,0.47395218930154315,0.11500823299763185,0.22750250757665966,dim,1
IMG_1510,unsafe_scaffold,10,right,0.39065598487173325,0.017399482899271013,0.11344667261242176,0.2557030747013731,dim,1
IMG_7272,none,5,left,0.0,0.0,0.0,0.0,shadow,0
IMG_8371,missing_guardrail,6,center,0.38154223589928976,0.28696088916694784,0.20589197630725792,0.17960680919049,shadow,1
IMG_5089,none,1,left,0.0,0.0,0.0,0.0,shadow,0
IMG_9176,none,9,left,0.1308883382937479,0.13014488556995168,0.18925462248112324,0.2992730224309521,dim,1
IMG_4279,none,1,left,0.0,0.0,0.0,0.0,bright,0
IMG_3828,none,4,left,0.0,0.0,0.0,0.0,shadow,0
IMG_6692,none,1,right,0.0,0.0,0.0,0.0,shadow,0
IMG_5914,none,2,right,0.0,0.0,0.0,0.0,shadow,0
IMG_6922,unsafe_scaffold,2,left,0.3960328368055704,0.11836809214343524,0.19880438748938445,0.17217930488887642,shadow,1
IMG_8657,none,5,left,0.0,0.0,0.0,0.0,shadow,0
IMG_2077,missing_guardrail,7,right,0.35943482994535975,0.26284782741515006,0.2538329100749396,0.2646678799016781,bright,1
IMG_6194,no_helmet,8,center,0.3400544953247905,0.17225739035134985,0.27559203033008234,0.25605258576766166,shadow,1
IMG_3114,none,9,left,0.4156954032337707,0.25905106646200815,0.16082490856149356,0.13239339191117994,shadow,1
IMG_6669,missing_guardrail,2,center,0.09815095974153681,0.47817581352159905,0.15489020664270264,0.2250044722897181,shadow,1
IMG_9234,unsafe_scaffold,10,right,0.07709713343978158,0.32936643669187715,0.2441265536874546,0.22102778157237107,shadow,1
IMG_1464,no_helmet,1,right,0.38551118439723264,0.13232795391652724,0.14216167594039292,0.2144274404892128,shadow,1
IMG_9159,missing_guardrail,5,center,0.12243895532447152,0.4036746572143988,0.18121850534891168,0.19070882659103425,shadow,1
IMG_3589,none,7,center,0.23222107888766752,0.17009628417588868,0.12873373823252693,0.272297015366499,dim,1
IMG_7532,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_6228,unsafe_scaffold,8,left,0.1337358372270912,0.12395944126277281,0.1193623305121143,0.15804240099398031,dim,1
IMG_5067,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_4110,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_9171,none,3,center,0.0,0.0,0.0,0.0,bright,0
IMG_7442,none,4,left,0.2916720559928383,0.024329066464827964,0.15627126767470567,0.21950375420203724,shadow,1
IMG_5681,none,5,left,0.0,0.0,0.0,0.0,bright,0
IMG_3194,none,3,right,0.0,0.0,0.0,0.0,dim,0
IMG_6995,none,1,center,0.0,0.0,0.0,0.0,bright,0
IMG_6939,missing_guardrail,2,center,0.25212776456160235,0.3822020573536198,0.1559441355247964,0.29781814012414454,shadow,1
IMG_3108,no_helmet,7,center,0.3974486141904729,0.16954264997628266,0.28778971339107506,0.2509930344585588,bright,1
IMG_9193,none,1,left,0.0,0.0,0.0,0.0,bright,0
IMG_6456,none,9,center,0.07447033228822242,0.4465658460390036,0.12795619715447104,0.28627374710599796,dim,1
IMG_7438,missing_guardrail,10,center,0.2536574931006483,0.2548570503754162,0.19796933041325182,0.21258485212890887,dim,1
IMG_7035,missing_guardrail,2,center,0.29185107092439316,0.39837740696507357,0.24506484251037106,0.23760873024055432,bright,1
IMG_5350,none,5,right,0.0,0.0,0.0,0.0,bright,0
IMG_8871,unsafe_scaffold,9,right,0.3605914176245622,0.38730306491690547,0.17603806726303056,0.26433225822557044,bright,1
IMG_2800,unsafe_scaffold,1,center,0.1568462417229276,0.07571562905967272,0.23810005218370509,0.182075481864541,shadow,1
IMG_2020,none,2,right,0.0,0.0,0.0,0.0,bright,0
IMG_8837,none,5,center,0.0,0.0,0.0,0.0,dim,0
IMG_8531,missing_guardrail,9,center,0.337934288278184,0.43382720172749667,0.2361491779138283,0.26073050602274134,dim,1
IMG_4150,none,2,center,0.0,0.0,0.0,0.0,shadow,0
IMG_4684,none,3,center,0.0,0.0,0.0,0.0,shadow,0
IMG_9011,missing_guardrail,8,center,0.28024379511810976,0.46724269462900364,0.24433287571885812,0.15755787509959057,shadow,1
IMG_7464,none,3,left,0.0,0.0,0.0,0.0,dim,0
IMG_5712,no_helmet,6,center,0.3279860252754538,0.37366924985900246,0.14279736161540152,0.2655903407016067,dim,1
IMG_3249,none,1,right,0.0,0.0,0.0,0.0,shadow,0
IMG_4972,no_helmet,9,left,0.3189722867043188,0.026245553419731393,0.18266027320965172,0.2434716112500487,bright,1
IMG_1084,unsafe_scaffold,7,right,0.4675160492980758,0.4391998107571141,0.19548970408817928,0.13989119493352034,dim,1
IMG_5676,none,1,left,0.0,0.0,0.0,0.0,shadow,0
IMG_9767,no_helmet,3,center,0.4411224865824166,0.08789435376943128,0.2839269623701868,0.299434360617702,dim,1
IMG_4052,none,3,left,0.0,0.0,0.0,0.0,bright,0
IMG_2758,none,3,center,0.0,0.0,0.0,0.0,dim,0
IMG_3198,none,5,center,0.0,0.0,0.0,0.0,dim,0
IMG_2845,missing_guardrail,3,right,0.22945723551618058,0.12863244011475955,0.13723981382561354,0.2473235790984514,dim,1
IMG_3875,none,7,right,0.163963329370088,0.20041662331393306,0.11907702115890562,0.2963370384881077,dim,1
IMG_5064,none,1,center,0.0,0.0,0.0,0.0,dim,0
IMG_8319,missing_guardrail,6,center,0.2912303757774924,0.28643867377726634,0.15231063016307855,0.17191041811223118,bright,1
IMG_2936,none,5,left,0.20270830648419863,0.2512602356191948,0.2790236739632508,0.24071140702045118,dim,1
IMG_5833,missing_guardrail,10,left,0.10956430046767196,0.06678439109840206,0.13063711293783584,0.2495469674301713,shadow,1
IMG_7813,none,5,center,0.0,0.0,0.0,0.0,shadow,0
IMG_5054,no_helmet,9,center,0.2640865620365967,0.18089243426212187,0.2834489413561951,0.12244175830745406,shadow,1
IMG_9792,unsafe_scaffold,3,center,0.42724300369747553,0.22092027632981542,0.23605904758781415,0.24338359323612999,dim,1
